ID, Text, Created_at, Link
737775162377003008,Mars and Earth are the closest they've been for 11 years https://t.co/nfxGi4c8b5 https://t.co/zQOu9WcYDD,2016-05-31 22:38:00 +0000, http://www.cnn.com/2016/05/31/us/mars-and-earth-closest-in-11-years/index.html?sr=twCNN053116ars-and-earth-closest-in-11-years1038PMStoryPhoto&linkId=25050184
737773756265967616,Drew Peterson found guilty of trying to kill prosecutor who helped send him to prison https://t.co/Eo9DyQi6dT https://t.co/KuKvui0df2,2016-05-31 22:32:25 +0000, http://www.cnn.com/2016/05/31/us/drew-peterson-verdict/index.html?sr=twCNN053116drew-peterson-verdict1032PMVODtopPhoto&linkId=25050125
737769510149738497,After gorilla was shot at #CincinnatiZoo, should parents leash their toddlers? https://t.co/SR4b8HpkmO @CNNOpinion https://t.co/frLbNxYUJT,2016-05-31 22:15:32 +0000, http://www.cnn.com/2016/05/31/opinions/gorilla-shooting-should-you-leash-your-child-drexler/index.html?sr=twCNN053116gorilla-shooting-should-you-leash-your-child-drexler1015PMVODtopPhoto&linkId=25049528
737765097481863169,Can a city switch entirely to driverless cars? Some places are toying with this idea. https://t.co/Gk0fW4lXK3 https://t.co/xGumOXyis0,2016-05-31 21:58:00 +0000, http://money.cnn.com/2016/05/31/technology/san-francisco-smart-city/index.html?sr=twCNN053116https://t.co/tSd52WCt47,san-francisco-smart-city0958PMStoryPhoto&linkId=25048964
737760688555360256,"Make not your thoughts your prisons": Inmates find freedom in Shakespeare https://t.co/jXYInfMWoH https://t.co/STLLYldjvV,2016-05-31 21:40:29 +0000, http://www.cnn.com/2016/05/31/us/shakespeare-in-prison/index.html?sr=twCNN053116shakespeare-in-prison0940PMVODtopPhoto&linkId=25048350
737758931393642497,Food, medicine, toilet paper, condoms -- you name it, Venezuela is running out of it https://t.co/DiHeUCjlX0 https://t.co/BniMZ7lPoR,2016-05-31 21:33:30 +0000, http://money.cnn.com/2016/05/31/news/economy/venezuela-shortage/index.html?sr=twCNN053116venezuela-shortage0933PMVODtopPhoto&linkId=25048097
737754655535554560,Hillary Clinton: Donald Trump doesn't deserve "much credit" for donations to veterans groups https://t.co/LTyV6MdGzI https://t.co/m24ERjd3tJ,2016-05-31 21:16:31 +0000, http://www.cnn.com/2016/05/31/politics/hillary-clinton-jake-tapper-interview/index.html?sr=twCNN053116hillary-clinton-jake-tapper-interview0916PMVODtopVideo&linkId=25047459http://www.snappytv.com/tc/2055157
737751844722724864,"Mary Poppins" sequel starring Emily Blunt, Lin-Manuel Miranda to fly into theaters in 2018 https://t.co/gGP45nyGHn https://t.co/ydJQf5qj7M,2016-05-31 21:05:21 +0000, http://money.cnn.com/2016/05/31/media/mary-poppins-emily-blunt-lin-manuel-miranda/index.html?sr=twCNN053116mary-poppins-emily-blunt-lin-manuel-miranda0905PMStoryPhoto&linkId=25047096
737751078557605888,Hillary Clinton: Donald Trump's attacks are "a recipe for gridlock in Washington" https://t.co/UYpqI3w42L https://t.co/WQyyC0q4EF,2016-05-31 21:02:18 +0000, http://smartlink.cnn.com/gohttp://www.snappytv.com/tc/2055066
737750173938487296,Hillary Clinton: Donald Trump was shamed into "actually making his contribution" to veterans https://t.co/UYpqI3w42L https://t.co/KNrrZAFIPT,2016-05-31 20:58:42 +0000, http://smartlink.cnn.com/gohttp://www.snappytv.com/tc/2055048
737749082001788928,RT @CNNgo: LIVE: @HillaryClinton responds to #DonaldTrump's attacks &amp; veteran donation controversy. https://t.co/BqO4SKhMza https://t.co/Bs…,2016-05-31 20:54:22 +0000, http://smartlink.cnn.com/go
